2025-12-29 15:40:29,587 - Experiment - INFO - Using local embedding model: /home/ubuntu/hzy/crl/Amadeus/amadeus/models/all-MiniLM-L6-v2
2025-12-29 15:40:33,506 - Experiment - INFO - ✅ 成功加载 1 个样本
2025-12-29 15:40:33,507 - Experiment - INFO - 
========================================
🚀 Running Sample [1/1]: conv-26
========================================
2025-12-29 15:40:33,550 - Experiment - INFO - 🧠 Phase 1: Building Memory (19 contextual sessions)...
2025-12-29 15:40:45,362 - Amadeus.Builder - INFO - 🤔 Builder CoT: Step 1: Identify absolute date from Context (unknown, so we'll skip temporal normalization). Step 2: Identify entities. Step 3: Compare with Graph (empty, so we add all new entities and relationships). Step 4: Resolve conflicts (none since the graph is empty).
2025-12-29 15:40:45,655 - Amadeus.Builder - INFO - ➕ NODE: Caroline
2025-12-29 15:40:45,660 - Amadeus.Builder - INFO - ➕ NODE: Melanie
2025-12-29 15:40:45,662 - Amadeus.Builder - INFO - ➕ NODE: LGBTQ Support Group
2025-12-29 15:40:45,666 - Amadeus.Builder - INFO - ➕ NODE: Transgender Stories
2025-12-29 15:40:45,669 - Amadeus.Builder - INFO - ➕ NODE: Self-Acceptance
2025-12-29 15:40:45,672 - Amadeus.Builder - INFO - ➕ NODE: Education
2025-12-29 15:40:45,675 - Amadeus.Builder - INFO - ➕ NODE: Career Options
2025-12-29 15:40:45,677 - Amadeus.Builder - INFO - ➕ NODE: Counseling
2025-12-29 15:40:45,680 - Amadeus.Builder - INFO - ➕ NODE: Mental Health
2025-12-29 15:40:45,683 - Amadeus.Builder - INFO - ➕ NODE: Empathy
2025-12-29 15:40:45,685 - Amadeus.Builder - INFO - ➕ NODE: Understanding
2025-12-29 15:40:45,688 - Amadeus.Builder - INFO - ➕ NODE: Painting
2025-12-29 15:40:45,690 - Amadeus.Builder - INFO - ➕ NODE: Lake Sunrise
2025-12-29 15:40:45,693 - Amadeus.Builder - INFO - ➕ NODE: Relaxation
2025-12-29 15:40:45,696 - Amadeus.Builder - INFO - ➕ NODE: Expressing Feelings
2025-12-29 15:40:45,698 - Amadeus.Builder - INFO - ➕ NODE: Swimming
2025-12-29 15:40:45,701 - Amadeus.Builder - INFO - ➕ NODE: Kids
2025-12-29 15:40:45,703 - Amadeus.Builder - INFO - ➕ NODE: Research
2025-12-29 15:40:45,706 - Amadeus.Builder - INFO - ➕ NODE: Support
2025-12-29 15:40:45,708 - Amadeus.Builder - INFO - 🔗 LINK: Empathy and Understanding --Required qualities for a counselor--> Counseling (Time: None)
2025-12-29 15:40:45,708 - Amadeus.Builder - INFO - 🔗 LINK: Self-Acceptance --Feeling of acceptance and courage to embrace oneself--> Caroline (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Education --Continuing education--> Caroline (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Career Options --Exploring job opportunities--> Caroline (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Counseling --Interest in working in counseling--> Caroline (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Mental Health --Interest in supporting mental health--> Caroline (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Empathy --Emotional ability to understand others--> Caroline (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Understanding --Ability to comprehend and relate to others--> Caroline (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Painting --Creative activity involving art--> Melanie (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Lake Sunrise --Painting by Melanie--> Melanie (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Relaxation --State of being calm and at ease--> Melanie (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Expressing Feelings --Act of conveying emotions through art--> Melanie (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Swimming --Activity of swimming with children--> Melanie (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Kids --Children Melanie is taking care of--> Melanie (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Research --Activity of doing research--> Caroline (Time: None)
2025-12-29 15:40:45,709 - Amadeus.Builder - INFO - 🔗 LINK: Support --Emotional and social assistance--> Caroline (Time: None)
